:TYPE,:START_ID,:END_ID,publication_year:int,pmid:int,hdac6:boolean,autophagy:boolean,anatabine:boolean,evidence:string,document:string,pmc:string,citation:string,annotation:string,tau:boolean
DIRECTLY_DECREASES,14291,1116,2017,27794524,False,False,False,"NO has been shown to cause irreversible conduction blockade in axons and to drive spinal cord degeneration in rats (Smith et al., 2001).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Species"": [""10114""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,1847,7180,2017,27794524,False,False,False,"Several phase III clinical trials using IFNbeta1a and IFNbeta1b in SPMS did not show permanent disability delay, but did reduce relapses risk (SPECTRIMS Study Group, 2001; Cohen et al., 2002; Andersen et al., 2004; Panitch et al.,2004).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,7180,6942,2017,27794524,False,False,False,"Whole brain MRS has successfully shown significant reduction in both NAA and NAA/creatine (NAA/Cr) ratio, in clinically isolated syndrome and RRMS, compared to healthy controls.",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,1385,44002,2017,28669544,False,False,False,"Since demyelination can occur in many neurodegenerative disorders, we also assayed levels of myelin binding protein (MBP) isoforms and found a significant decrease (Figures 4A and 4D).",#69:50,PMC5519492,"{""full_journal_name"": ""Neuron"", ""pub_date"": ""2017-09-14"", ""ref"": ""28669544"", ""pub_year"": 2017, ""last_author"": ""Rajendran L"", ""type"": ""PubMed"", ""author_list"": [""Paolicelli RC"", ""Jawaid A"", ""Henstridge CM"", ""Valeri A"", ""Merlini M"", ""Robinson JL"", ""Lee EB"", ""Rose J"", ""Appel S"", ""Lee VM"", ""Trojanowski JQ"", ""Spires-Jones T"", ""Schulz PE"", ""Rajendran L""], ""title"": ""TDP-43 Depletion in Microglia Promotes Amyloid Clearance but Also Induces Synapse Loss."", ""doi"": ""10.1016/j.neuron.2017.05.037""}","{""Confidence"": [""Medium""], ""mesh"": [""Amyloid"", ""Amyotrophic Lateral Sclerosis"", ""Animals"", ""Brain"", ""Cognition"", ""DNA-Binding Proteins"", ""Mice, Transgenic"", ""Microglia"", ""Synapses""], ""substances"": [""Amyloid"", ""DNA-Binding Proteins"", ""TDP-43 protein, mouse""]}",False
DIRECTLY_DECREASES,16835,9459,2002,11812770,False,False,False,"GSK3Beta may directly bind to tau within a GSK3Beta-tau complex.To identify the GSK3Beta-binding region within tau, we constructed three tau deletion mutants: R-tau-(1–244) containing the N-terminal projection domain, R-tau-(245–369) containing the microtubule-binding region, and R-tau-(245–441) containing both the microtubule-binding region and the C-terminal tail. We evaluated the binding of these mutants and wild-type R-tau with GST-GSK3Beta by the GST pull-down assay. GSK3Beta bound to wild type (Fig. 5B) and R-tau-(1–244) (Fig. 5C) but not R-tau-(245–369) (Fig. 5D) and R-tau-(245–441) (Fig.5E). These data demonstrate that GSK3Beta binds to the Nterminal projection domain of tau.",#62:7,,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2002-05-13"", ""ref"": ""11812770"", ""pub_year"": 2002, ""last_author"": ""Paudel HK"", ""type"": ""PubMed"", ""author_list"": [""Sun W"", ""Qureshi HY"", ""Cafferty PW"", ""Sobue K"", ""Agarwal-Mawal A"", ""Neufield KD"", ""Paudel HK""], ""title"": ""Glycogen synthase kinase-3beta is complexed with tau protein in brain microtubules.""}","{""Confidence"": [""Medium""], ""Method"": [""Immunoaffinity Chromatography"", ""Immunoblotting"", ""Immunoprecipitation"", ""Microtubule Sedimentation Assay"", ""Pull-down Assay"", ""SDS-PAGE""], ""mesh"": [""Alzheimer Disease"", ""Animals"", ""Binding Sites"", ""Brain"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""Cattle"", ""Chromatography, Gel"", ""Cloning, Molecular"", ""DNA, Complementary"", ""Electrophoresis, Polyacrylamide Gel"", ""Glutathione Transferase"", ""Glycogen Synthase Kinase 3"", ""Glycogen Synthase Kinases"", ""Humans"", ""Immunoblotting"", ""Microtubules"", ""Peptides"", ""Phosphorylation"", ""Precipitin Tests"", ""Protein Binding"", ""tau Proteins""], ""substances"": [""DNA, Complementary"", ""Peptides"", ""tau Proteins"", ""Glutathione Transferase"", ""Glycogen Synthase Kinases"", ""Calcium-Calmodulin-Dependent Protein Kinases"", ""Glycogen Synthase Kinase 3""]}",False
DIRECTLY_DECREASES,11593,30258,2016,26692334,False,False,False,"Rolipram is a specific phosphodiesterase type 4 (PDE4) inhibitor that increases cAMP levels in multiple tissues in vivo. The chymotrypsin- like activity of the 26S proteasomes in crude extracts was elevated after administration of db-cAMP or rolipram but was blocked by epoxomicin Exposure of slices from the early-stage mice to rolipram or db-cAMP for 8 h reduced amounts of total and insoluble tau (Fig. 3a), including phosphorylated tau (Supplementary Fig. 4a,b). In contrast, epoxomicin treatment increased levels of phosphorylated tau (Supplementary Fig. 4), although the amount of total tau remained unchanged (Fig. 3a). PKA is known to phosphorylate tau at Ser214 (pS214)29. We therefore monitored the amount of pS214 tau to determine whether rolipram and db-cAMP activated PKA. The amount of pS214 tau was higher in db-cAMP– and rolipram-treated samples than in control (DMSO) and epoxomicin-treated slices (Fig. 3a).",#60:23,PMC4787271,"{""full_journal_name"": ""Nature medicine"", ""pub_date"": ""2016-05-24"", ""ref"": ""26692334"", ""pub_year"": 2016, ""last_author"": ""Duff KE"", ""type"": ""PubMed"", ""author_list"": [""Myeku N"", ""Clelland CL"", ""Emrani S"", ""Kukushkin NV"", ""Yu WH"", ""Goldberg AL"", ""Duff KE""], ""title"": ""Tau-driven 26S proteasome impairment and cognitive dysfunction can be prevented early in disease by activating cAMP-PKA signaling."", ""doi"": ""10.1038/nm.4011""}","{""Confidence"": [""Medium""], ""mesh"": [""Animals"", ""Behavior, Animal"", ""Brain"", ""Cognition"", ""Cognition Disorders"", ""Cyclic AMP"", ""Cyclic AMP-Dependent Protein Kinases"", ""Disease Models, Animal"", ""Fluorescent Antibody Technique"", ""HEK293 Cells"", ""Humans"", ""Immunoblotting"", ""Immunoprecipitation"", ""In Vitro Techniques"", ""Mice"", ""Mice, Transgenic"", ""Native Polyacrylamide Gel Electrophoresis"", ""Phosphodiesterase 4 Inhibitors"", ""Proteasome Endopeptidase Complex"", ""Protein Aggregation, Pathological"", ""Rolipram"", ""Signal Transduction"", ""Tauopathies"", ""Ubiquitination"", ""tau Proteins""], ""substances"": [""Phosphodiesterase 4 Inhibitors"", ""tau Proteins"", ""Cyclic AMP"", ""Cyclic AMP-Dependent Protein Kinases"", ""Proteasome Endopeptidase Complex"", ""ATP dependent 26S protease"", ""Rolipram""]}",False
DIRECTLY_DECREASES,6949,44519,2017,27794524,False,False,False,"BIIB033, a fully human monoclonal antibody that selectively antagonizes LINGO1, was found to be safe and well-tolerated in phase 1 studies (Tran et al., 2014).",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,3506,16546,2019,29334120,False,False,False,"We recently found that overexpression of TDP-43 enhances tau exon 10 inclusion and tau mRNA instability. Overexpression of PP1α and PP1γ, but not PP1β, suppressed TDP-43 phosphorylation at Ser403/404 and Ser409/410 and TDP-43-induced tau exon 10 inclusion.",#60:23,,"{""full_journal_name"": ""FEBS letters"", ""pub_date"": ""2019-01-07"", ""ref"": ""29334120"", ""pub_year"": 2019, ""last_author"": ""Liu F"", ""type"": ""PubMed"", ""author_list"": [""Gu J"", ""Wang W"", ""Miao S"", ""Chen F"", ""Wu F"", ""Hu W"", ""Iqbal K"", ""Gong CX"", ""Liu F""], ""title"": ""Protein Phosphatase 1 dephosphorylates TDP-43 and suppresses its function in tau exon 10 inclusion."", ""doi"": ""10.1002/1873-3468.12976""}","{""Confidence"": [""High""], ""mesh"": [""Alternative Splicing"", ""DNA-Binding Proteins"", ""Exons"", ""HEK293 Cells"", ""HeLa Cells"", ""Humans"", ""Marine Toxins"", ""Okadaic Acid"", ""Oxazoles"", ""Phosphorylation"", ""Protein Phosphatase 1"", ""Protein Phosphatase 2"", ""Serine"", ""Up-Regulation"", ""tau Proteins""], ""substances"": [""DNA-Binding Proteins"", ""Marine Toxins"", ""Oxazoles"", ""TARDBP protein, human"", ""tau Proteins"", ""Okadaic Acid"", ""Serine"", ""calyculin A"", ""Protein Phosphatase 1"", ""Protein Phosphatase 2""]}",False
DIRECTLY_DECREASES,14968,36863,2014,24078628,False,False,False,The C-terminal fragment (CTF) of TREM2 generated by ectodomain shedding is cleaved by γ-secretase.,#57:0,PMC3829152,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2014-01-23"", ""ref"": ""24078628"", ""pub_year"": 2014, ""last_author"": ""Walter J"", ""type"": ""PubMed"", ""author_list"": [""Wunderlich P"", ""Glebov K"", ""Kemmerling N"", ""Tien NT"", ""Neumann H"", ""Walter J""], ""title"": ""Sequential proteolytic processing of the triggering receptor expressed on myeloid cells-2 (TREM2) protein by ectodomain shedding and \u03b3-secretase-dependent intramembranous cleavage."", ""doi"": ""10.1074/jbc.M113.517540""}","{""Section"": [""Abstract""], ""mesh"": [""Adaptor Proteins, Signal Transducing"", ""Alzheimer Disease"", ""Amyloid Precursor Protein Secretases"", ""Animals"", ""COS Cells"", ""Cell Membrane"", ""Chlorocebus aethiops"", ""HEK293 Cells"", ""Humans"", ""Male"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Phosphatidylinositol 4,5-Diphosphate"", ""Phosphorylation"", ""Protein Structure, Tertiary"", ""Proteolysis"", ""Receptors, Immunologic"", ""Signal Transduction""], ""substances"": [""Adaptor Proteins, Signal Transducing"", ""Membrane Glycoproteins"", ""Membrane Proteins"", ""Phosphatidylinositol 4,5-Diphosphate"", ""Receptors, Immunologic"", ""TREM2 protein, human"", ""TYROBP protein, human"", ""Amyloid Precursor Protein Secretases""]}",False
DIRECTLY_DECREASES,14364,18587,2005,15597323,False,False,False,"The IL‐1β response (protein and steady‐state mRNA levels) to anti‐CD33 or to neuraminidase was dramatically enhanced by treatment of monocytes with the PI3K‐specific inhibitor LY294002, and it was abolished after treatment with the p38 MAPK inhibitor SB203580 (p<0.001).",#57:0,,"{""full_journal_name"": ""European journal of immunology"", ""pub_date"": ""2005-02-23"", ""ref"": ""15597323"", ""pub_year"": 2005, ""last_author"": ""Chizzolini C"", ""type"": ""PubMed"", ""author_list"": [""Lajaunias F"", ""Dayer JM"", ""Chizzolini C""], ""title"": ""Constitutive repressor activity of CD33 on human monocytes requires sialic acid recognition and phosphoinositide 3-kinase-mediated intracellular signaling.""}","{""PublicationType"": [""Research""], ""Section"": [""Results""], ""mesh"": [""Antibodies, Monoclonal"", ""Antigens, CD"", ""Antigens, Differentiation, Myelomonocytic"", ""Gene Silencing"", ""Humans"", ""Immunity, Innate"", ""In Vitro Techniques"", ""Inflammation"", ""Interleukin-1"", ""Interleukin-8"", ""Monocytes"", ""N-Acetylneuraminic Acid"", ""Phosphatidylinositol 3-Kinases"", ""Sialic Acid Binding Ig-like Lectin 3"", ""Signal Transduction"", ""Tumor Necrosis Factor-alpha"", ""p38 Mitogen-Activated Protein Kinases""], ""substances"": [""Antibodies, Monoclonal"", ""Antigens, CD"", ""Antigens, Differentiation, Myelomonocytic"", ""CD33 protein, human"", ""Interleukin-1"", ""Interleukin-8"", ""Sialic Acid Binding Ig-like Lectin 3"", ""Tumor Necrosis Factor-alpha"", ""Phosphatidylinositol 3-Kinases"", ""p38 Mitogen-Activated Protein Kinases"", ""N-Acetylneuraminic Acid""]}",False
DIRECTLY_DECREASES,509,25337,2015,26207229,False,False,False,"IL-18 (interferon-γ-inducing factor, IL-1γ), a pro-inflammatory cytokines belonging to the IL-1 cytokine family, is synthesized as an inactive 24-kDa precursor protein (pro-IL-18) and cleaved by the intracellular cystein protease caspase-1 and proteinase-3 to generate a 18 kDa mature and biologically active form.",#57:0,PMC4486922,"{""full_journal_name"": ""Annals of translational medicine"", ""pub_date"": ""2015-07-24"", ""ref"": ""26207229"", ""pub_year"": 2015, ""last_author"": ""Tan L"", ""type"": ""PubMed"", ""author_list"": [""Wang WY"", ""Tan MS"", ""Yu JT"", ""Tan L""], ""title"": ""Role of pro-inflammatory cytokines released from microglia in Alzheimer's disease."", ""doi"": ""10.3978/j.issn.2305-5839.2015.03.49""}","{""PublicationType"": [""Review""], ""Section"": [""Pro-inflammatory cytokine signaling in AD""]}",False
DIRECTLY_DECREASES,32340,40054,2012,22470521,False,False,False,"Molecular mechanisms of APP cleavage products in the regulation of GD3S enzyme activity. (A) In absence of Ab peptides a-series ganglioside GM3 binds to GD3S and is converted to the b-series ganglioside GD3. In presence of Ab, Ab binds ganglioside GM3, forming an Ab-GM3 complex. This complex still binds to GD3S, but cannot be converted to GD3. (B) Dual function of Ab and AICD in GD3S regulation. Ab reduces enzyme activity of GD3S by forming an Ab-GM3 complex, resulting in reduced turnover of GM3 to GD3. AICD binds the adaptor protein Fe65 and reduces GD3S gene transcription, which also results in reduced turnover of GM3 to GD3.",#59:5,PMC3314703,"{""full_journal_name"": ""PloS one"", ""pub_date"": ""2012-08-03"", ""ref"": ""22470521"", ""pub_year"": 2012, ""last_author"": ""Hartmann T"", ""type"": ""PubMed"", ""author_list"": [""Grimm MO"", ""Zinser EG"", ""Gr\u00f6sgen S"", ""Hundsd\u00f6rfer B"", ""Rothhaar TL"", ""Burg VK"", ""Kaestner L"", ""Bayer TA"", ""Lipp P"", ""M\u00fcller U"", ""Grimm HS"", ""Hartmann T""], ""title"": ""Amyloid precursor protein (APP) mediated regulation of ganglioside homeostasis linking Alzheimer's disease pathology with ganglioside metabolism."", ""doi"": ""10.1371/journal.pone.0034095""}","{""MeSHAnatomy"": [""Autonomic Fibers, Preganglionic"", ""Neurons""], ""MeSHDisease"": [""Alzheimer Disease""], ""Subgraph"": [""Sphingolipid metabolic subgraph""], ""mesh"": [""Alzheimer Disease"", ""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Animals"", ""COS Cells"", ""Cell Line"", ""Chlorocebus aethiops"", ""Gangliosides"", ""Homeostasis"", ""Immunoprecipitation"", ""Mice"", ""Presenilin-1"", ""Presenilin-2"", ""Protein Binding"", ""RNA Interference"", ""RNA, Small Interfering"", ""Sialyltransferases""], ""substances"": [""Amyloid beta-Peptides"", ""Amyloid beta-Protein Precursor"", ""Gangliosides"", ""Presenilin-1"", ""Presenilin-2"", ""RNA, Small Interfering"", ""Sialyltransferases"", ""alpha-N-acetylneuraminate alpha-2,8-sialyltransferase""]}",False
DIRECTLY_DECREASES,34909,12037,2007,17213958,False,False,False,"As indicated in Fig. 2, the presence of GSH protected the cells against H2O2-induced apoptosis and the increase in AChE activity. Therefore, the redox imbalance resulted in mitochondrial dysfunction and enhanced mitochondrial reactive oxygen species (ROS) generation.",#59:5,,"{""full_journal_name"": ""Acta biochimica et biophysica Sinica"", ""pub_date"": ""2007-02-21"", ""ref"": ""17213958"", ""pub_year"": 2007, ""last_author"": ""Zhang X"", ""type"": ""PubMed"", ""author_list"": [""Jiang H"", ""Zhang J"", ""Zhu H"", ""Li H"", ""Zhang X""], ""title"": ""Nerve growth factor prevents the apoptosis-associated increase in acetylcholinesterase activity after hydrogen peroxide treatment by activating Akt.""}","{""Condition"": [""Normal Healthy State""], ""Subgraph"": [""Acetylcholine signaling subgraph"", ""Glutathione reductase subgraph""], ""mesh"": [""Acetylcholinesterase"", ""Animals"", ""Apoptosis"", ""Caspase 3"", ""Cytochromes c"", ""Enzyme Activation"", ""Glutathione"", ""Hydrogen Peroxide"", ""Nerve Growth Factor"", ""PC12 Cells"", ""Phosphorylation"", ""Proto-Oncogene Proteins c-akt"", ""Rats""], ""substances"": [""Cytochromes c"", ""Nerve Growth Factor"", ""Hydrogen Peroxide"", ""Proto-Oncogene Proteins c-akt"", ""Acetylcholinesterase"", ""Caspase 3"", ""Glutathione""]}",False
DIRECTLY_DECREASES,11762,18940,2014,24214965,False,False,False,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL255863,#59:5,PMC3965067,"{""full_journal_name"": ""Nucleic acids research"", ""pub_date"": ""2014-03-17"", ""ref"": ""24214965"", ""pub_year"": 2014, ""last_author"": ""Overington JP"", ""type"": ""PubMed"", ""author_list"": [""Bento AP"", ""Gaulton A"", ""Hersey A"", ""Bellis LJ"", ""Chambers J"", ""Davies M"", ""Kr\u00fcger FA"", ""Light Y"", ""Mak L"", ""McGlinchey S"", ""Nowotka M"", ""Papadatos G"", ""Santos R"", ""Overington JP""], ""title"": ""The ChEMBL bioactivity database: an update."", ""doi"": ""10.1093/nar/gkt1031""}","{""Subgraph"": [""Regulation of actin cytoskeleton subgraph""], ""mesh"": [""Binding Sites"", ""Databases, Chemical"", ""Drug Discovery"", ""Humans"", ""Internet"", ""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""], ""substances"": [""Ligands"", ""Pharmaceutical Preparations"", ""Proteins""]}",False
DIRECTLY_DECREASES,5394,11853,2017,27794524,False,False,False,"In multiple sclerosis, activated microglia damage oligodendrocytes through different mechanisms including: secretion of pro-inflammatory cytokines such as IL-1, IL-6, TNF-alpha, and IFN-gamma, phagocytic activity, and presentation of antigens via MHC Class II to CD4+ T cells (Correale, 2014).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,6938,2132,2017,27794524,False,False,False,"In turn, scavengers reducing ROS and RNS levels in EAE were able to attenuate focal axonal degeneration without altering the number of immune cells is EAE lesions.",#61:20,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Confidence"": [""High""], ""MeSHDisease"": [""Encephalomyelitis, Autoimmune, Experimental""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,7118,3336,2019,30962309,False,False,False,"In RA, miR-22-3p levels are reduced in synovial tissue from RA patients compared with osteoarthritis patients (97), and low expression of miR-22-3p is associated with a good response to adalimumab treatment (98).",#69:46,,"{""full_journal_name"": ""Journal of immunology (Baltimore, Md. : 1950)"", ""pub_date"": ""2019-12-27"", ""ref"": ""30962309"", ""pub_year"": 2019, ""last_author"": ""Zettl UK"", ""type"": ""PubMed"", ""author_list"": [""Boxberger N"", ""Hecker M"", ""Zettl UK""], ""title"": ""Dysregulation of Inflammasome Priming and Activation by MicroRNAs in Human Immune-Mediated Diseases."", ""doi"": ""10.4049/jimmunol.1801416""}","{""Cell"": [""synovial cell""], ""Confidence"": [""High""], ""mesh"": [""Autoimmune Diseases"", ""Caspase 1"", ""Caspase 8"", ""Humans"", ""Inflammasomes"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""Receptors, Interleukin"", ""Signal Transduction"", ""Toll-Like Receptors""], ""substances"": [""Inflammasomes"", ""MIRN155 microRNA, human"", ""MIRN223 microRNA, human"", ""MicroRNAs"", ""NLR Family, Pyrin Domain-Containing 3 Protein"", ""NLRP3 protein, human"", ""Receptors, Interleukin"", ""Toll-Like Receptors"", ""CASP8 protein, human"", ""Caspase 8"", ""Caspase 1""]}",False
DIRECTLY_DECREASES,1809,1287,2017,27956442,False,False,False,"In rapidly progressing SPMS patients, intravenous mitoxantrone can be considered, but this requires close monitoring for cardiac side effects and acute myelogenous leukaemia.",#72:27,PMC6329568,"{""full_journal_name"": ""Clinical medicine (London, England)"", ""pub_date"": ""2017-02-24"", ""ref"": ""27956442"", ""pub_year"": 2017, ""last_author"": ""Chataway J"", ""type"": ""PubMed"", ""author_list"": [""Doshi A"", ""Chataway J""], ""title"": ""Multiple sclerosis, a treatable disease.""}","{""Confidence"": [""High""], ""mesh"": [""Humans"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,14291,2351,2017,27794524,False,False,False,"NO has been shown to cause irreversible conduction blockade in axons and to drive spinal cord degeneration in rats (Smith et al., 2001).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""Species"": [""10114""], ""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,6905,1287,2017,27794524,False,False,False,"Thus, ocrelizumab becomes the first agent to have shown positive results in pivotal studies in PPMS (NCT 1194570).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
DIRECTLY_DECREASES,35403,698,2015,26088141,False,False,False,"As shown in Fig. 3A, coupling between Gαq and α7 nAChRs was virtually abolished by expression of α7345–348A. A noticeable loss in Gαq (−62.18%) and Gβγ (−20.03%) expression within the α7 nAChR complex IP was seen in cells transfected with α7345–348A (Fig. 3A).",#57:62,PMC4536413,"{""full_journal_name"": ""The Journal of biological chemistry"", ""pub_date"": ""2015-12-08"", ""ref"": ""26088141"", ""pub_year"": 2015, ""last_author"": ""Kabbani N"", ""type"": ""PubMed"", ""author_list"": [""King JR"", ""Nordman JC"", ""Bridges SP"", ""Lin MK"", ""Kabbani N""], ""title"": ""Identification and Characterization of a G Protein-binding Cluster in \u03b17 Nicotinic Acetylcholine Receptors."", ""doi"": ""10.1074/jbc.M115.647040""}","{""Confidence"": [""High""], ""mesh"": [""Amino Acid Sequence"", ""Animals"", ""Binding Sites"", ""Brain"", ""GTP-Binding Proteins"", ""Mice"", ""Molecular Sequence Data"", ""PC12 Cells"", ""Rats"", ""Sequence Homology, Amino Acid"", ""alpha7 Nicotinic Acetylcholine Receptor""], ""substances"": [""alpha7 Nicotinic Acetylcholine Receptor"", ""GTP-Binding Proteins""]}",False
DIRECTLY_DECREASES,6949,44519,2017,27794524,False,False,False,"BIIB033, a fully human monoclonal antibody that selectively antagonizes LINGO1, was found to be safe and well-tolerated in phase 1 studies (Tran et al., 2014).",#64:59,,"{""full_journal_name"": ""Brain : a journal of neurology"", ""pub_date"": ""2017-05-29"", ""ref"": ""27794524"", ""pub_year"": 2017, ""last_author"": ""Fiol MP"", ""type"": ""PubMed"", ""author_list"": [""Correale J"", ""Gait\u00e1n MI"", ""Ysrraelit MC"", ""Fiol MP""], ""title"": ""Progressive multiple sclerosis: from pathogenic mechanisms to treatment."", ""doi"": ""10.1093/brain/aww258""}","{""mesh"": [""Disease Progression"", ""Humans"", ""Magnetic Resonance Imaging"", ""Multiple Sclerosis""]}",False
