:ID,:LABEL,namespace:string,species:float,reactome_pathways:string,label:string,pure:boolean,chebi:float,bel:string,name:string,involved_genes:string,uniprot:string,reactome:string,hgnc:string
7859,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr40"")",Olr40,Olr40,,,
7860,Protein,HGNC,9606.0,"SUMOylation of ubiquitinylation proteins;SUMOylation of nuclear envelope proteins;SUMOylation of intracellular receptors;SUMOylation of DNA methylation proteins;Formation of Incision Complex in GG-NER;SUMO is conjugated to E1 (UBA2:SAE1);SUMOylation of RNA binding proteins;Negative regulation of activity of TFAP2 (AP-2) family transcription factors;SUMO is transferred from E1 to E2 (UBE2I, UBC9);SUMOylation of DNA damage response and repair proteins;SUMOylation of transcription factors;SUMOylation of SUMOylation proteins;SUMOylation of immune response proteins;SUMOylation of DNA replication proteins;SUMOylation of transcription cofactors;Regulation of IFNG signaling;SUMOylation of chromatin organization proteins;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;SUMO is proteolytically processed;Postmitotic nuclear pore complex (NPC) reformation;Maturation of nucleoprotein",Small ubiquitin-related modifier 1,False,,"p(HGNC:""SUMO1"")",SUMO1,SUMO1,P63165,#1782:9331;#1773:2206;#1772:2494;#1783:406;#1777:10195;#1772:16169;#1777:1558;#1784:16888;#1779:7244;#1773:5301;#1783:3357;#1782:11994;#1769:14082;#1776:18184;#1769:8900;#1783:6452;#1776:7748;#1772:8396;#1780:4005;#1778:12642;#1770:11347;#1780:910;#1774:13290;#1775:13146;#1771:13794;#1775:15737;#1774:5157;#1783:14441,1566X7780
7861,Protein,HGNC,9606.0,,Transcriptional coactivator YAP1,,,"p(HGNC:""YAP1"",pmod(Ph))",YAP1,YAP1,P46937,,1568X8070
7862,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr178"")",Olr178,Olr178,,,
7863,Protein,HGNC,9606.0,RHO GTPases activate PKNs;RHO GTPases activate CIT;Smooth Muscle Contraction;RHO GTPases Activate ROCKs;RHO GTPases activate PAKs;EPHA-mediated growth cone collapse;Sema4D induced cell migration and growth-cone collapse,Myosin-11,False,,"p(HGNC:""MYH11"")",MYH11,MYH11,P35749,#1784:17891;#1774:258;#1781:5008;#1770:7096;#1776:16596;#1777:8607;#1776:13933;#1773:11846,1565X6783
7864,Protein,HGNC,9606.0,ISG15 antiviral mechanism;Interferon alpha/beta signaling,Interferon-induced protein with tetratricopeptide repeats 1,False,,"p(HGNC:""IFIT1"")",IFIT1,IFIT1,P09914,#1784:4787;#1776:11625,1572X6194
7865,Protein,RGD,10116.0,,Pancreas/duodenum homeobox protein 1,False,,"p(RGD:""Pdx1"")",Pdx1,Pdx1,P52947,,
7866,Protein,RGD,10116.0,"RHOA GTPase cycle;CDC42 GTPase cycle;RHOB GTPase cycle;RND2 GTPase cycle;Sema4D mediated inhibition of cell attachment and migration;RND1 GTPase cycle;RHOD GTPase cycle;RHOC GTPase cycle;RND3 GTPase cycle;PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases;RHOJ GTPase cycle;RAC3 GTPase cycle;RHOG GTPase cycle;RHOQ GTPase cycle;RAC2 GTPase cycle;RAC1 GTPase cycle",Rho GTPase-activating protein 35,False,,"p(RGD:""Arhgap35"")",Arhgap35,Arhgap35,P81128,,
7867,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1505"")",Olr1505,Olr1505,,,
7868,Protein,MGI,10090.0,,,False,,"p(MGI:""Mir135b"")",Mir135b,Mir135b,,,
7869,Protein,HGNC,9606.0,Complex I biogenesis;Respiratory electron transport,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,False,,"p(HGNC:""NDUFB9"")",NDUFB9,NDUFB9,Q9Y6M9,#1769:4606;#1771:12595,1569X6813
7870,Protein,RGD,10116.0,,,False,,"p(RGD:""Mir101a"")",Mir101a,Mir101a,,,
7871,Protein,MGI,10090.0,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;G0 and Early G1;Cyclin D associated events in G1,Retinoblastoma-like protein 1,False,,"p(MGI:""Rbl1"")",Rbl1,Rbl1,Q64701,,
7872,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr125"")",Olr125,Olr125,,,
7873,Protein,HGNC,9606.0,,Ataxin-7,,,"p(HGNC:""ATXN7"",frag(""?""))",ATXN7,ATXN7,O15265,,1571X5541
7874,Protein,FLYBASE,7227.0,,,False,,"p(FLYBASE:""IKKbeta"")",IKKbeta,IKKbeta,,,
7875,Protein,HGNC,9606.0,,Fanconi anemia group I protein,,,"p(HGNC:""FANCI"",pmod(Ph))",FANCI,FANCI,Q9NVI1,,1570X5967
7876,Protein,HGNC,9606.0,,Insulin receptor-related protein,False,,"p(HGNC:""INSRR"")",INSRR,INSRR,P14616,,1573X6245
7877,Protein,HGNC,9606.0,Acyl chain remodelling of PE;Acyl chain remodelling of PG;Acyl chain remodelling of PI;Acyl chain remodelling of PC;Acyl chain remodelling of PS;Synthesis of PA,Group 10 secretory phospholipase A2,False,,"p(HGNC:""PLA2G10"")",PLA2G10,PLA2G10,O15496,#1773:14572;#1777:2840;#1780:10829;#1770:17667;#1770:4136;#1772:12125,1576X7024
7878,Protein,RGD,10116.0,"Activation of G protein gated Potassium channels;G beta:gamma signalling through PI3Kgamma;Thromboxane signalling through TP receptor;Glucagon-like Peptide-1 (GLP1) regulates insulin secretion;ADP signalling through P2Y purinoceptor 12;Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding;G alpha (q) signalling events;G alpha (z) signalling events;Glucagon-type ligand receptors;Thrombin signalling through proteinase activated receptors (PARs);Adrenaline,noradrenaline inhibits insulin secretion;Sensory perception of sweet, bitter, and umami (glutamate) taste;G alpha (i) signalling events;G-protein activation;G beta:gamma signalling through CDC42;Ca2+ pathway;Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1);Vasopressin regulates renal water homeostasis via Aquaporins;Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits",Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,False,,"p(RGD:""Gnb3"")",Gnb3,Gnb3,P52287,,
7879,Protein,HGNC,9606.0,,Alpha-synuclein,,,"p(HGNC:""SNCA"",loc(GO:""inclusion body""))",SNCA,SNCA,P37840,,1574X7674
7880,Protein,HGNC,9606.0,G alpha (q) signalling events;Orexin and neuropeptides FF and QRFP bind to their respective receptors,Neuropeptide FF receptor 1,False,,"p(HGNC:""NPFFR1"")",NPFFR1,NPFFR1,Q9GZQ6,#1781:17772;#1782:9783,1572X6846
7881,Protein,HGNC,9606.0,,Dual specificity mitogen-activated protein kinase kinase 4,,,"p(HGNC:""MAP2K4"",pmod(Ph))",MAP2K4,MAP2K4,P45985,,1567X6534
7882,Protein,MGI,10090.0,G alpha (s) signalling events;Relaxin receptors,Relaxin receptor 2,False,,"p(MGI:""Rxfp2"")",Rxfp2,Rxfp2,Q91ZZ5,,
7883,Protein,RGD,10116.0,Factors involved in megakaryocyte development and platelet production;DARPP-32 events;PKA activation in glucagon signalling;Hedgehog 'off' state;CREB1 phosphorylation through the activation of Adenylate Cyclase;GPER1 signaling;Vasopressin regulates renal water homeostasis via Aquaporins;PKA activation,cAMP-dependent protein kinase type II-alpha regulatory subunit,False,,"p(RGD:""Prkar2a"")",Prkar2a,Prkar2a,P12368,,
7884,Protein,RGD,10116.0,"Inactivation, recovery and regulation of the phototransduction cascade",Rhodopsin kinase GRK1,False,,"p(RGD:""Grk1"")",Grk1,Grk1,Q63651,,
7885,Protein,MGI,10090.0,NRAGE signals death through JNK;G alpha (12/13) signalling events;RHOA GTPase cycle;RHOB GTPase cycle;RHOC GTPase cycle,Rho guanine nucleotide exchange factor 1,False,,"p(MGI:""Arhgef1"")",Arhgef1,Arhgef1,Q61210,,
7886,Protein,HGNC,9606.0,,Potassium channel subfamily K member 16,,,"p(HGNC:""KCNK16"",var(""p.Ala277Glu""))",KCNK16,KCNK16,Q96T55,,1572X6274
7887,Protein,HGNC,9606.0,,Semaphorin-3C,False,,"p(HGNC:""SEMA3C"")",SEMA3C,SEMA3C,Q99985,,1568X7592
7888,Protein,RGD,10116.0,,,False,,"p(RGD:""Nfkbie"")",Nfkbie,Nfkbie,,,
7889,Protein,MGI,10090.0,,E3 ubiquitin-protein ligase DTX4,False,,"p(MGI:""Dtx4"")",Dtx4,Dtx4,Q6PDK8,,
7890,Protein,MGI,10090.0,,WD repeat domain phosphoinositide-interacting protein 2,False,,"p(MGI:""Wipi2"")",Wipi2,Wipi2,Q80W47,,
7891,Protein,MGI,10090.0,,Catalase,False,,"p(MGI:""Cat"")",Cat,Cat,P24270,,
7892,Protein,RGD,10116.0,,,False,,"p(RGD:""Ctnnd1"")",Ctnnd1,Ctnnd1,,,
7893,Protein,HGNC,9606.0,,"Hydroxyacylglutathione hydrolase, mitochondrial",False,,"p(HGNC:""HAGH"")",HAGH,HAGH,Q16775,,1562X6119
7894,Protein,HGNC,9606.0,,Proto-oncogene Wnt-3,False,,"p(HGNC:""WNT3"")",WNT3,WNT3,P56703,#1772:9402;#1778:16239;#1775:14152;#1778:2564,1563X8062
7895,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr846"")",Olfr846,Olfr846,,,
7896,Protein,RGD,10116.0,,,False,,"p(RGD:""Ephb3"")",Ephb3,Ephb3,,,
7897,Protein,HGNC,9606.0,,Pituitary adenylate cyclase-activating polypeptide,False,,"p(HGNC:""ADCYAP1"")",ADCYAP1,ADCYAP1,P18509,#1770:1047;#1775:9036;#1776:11483,1565X5442
7898,Protein,FLYBASE,7227.0,,,False,,"p(FLYBASE:""vap"")",vap,vap,,,
7899,Protein,HGNC,9606.0,,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",False,,"p(HGNC:""PLOD1"")",PLOD1,PLOD1,Q02809,#1776:11420,1565X7035
7900,Protein,RGD,10116.0,,Ras-related protein R-Ras,False,,"p(RGD:""Rras"")",Rras,Rras,D3Z8L7,,
7901,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr655"")",Olfr655,Olfr655,,,
7902,Protein,HGNC,9606.0,,"HLA class II histocompatibility antigen, DQ beta 1 chain",False,,"p(HGNC:""HLA-DQB1"")",HLA-DQB1,HLA-DQB1,P01920,#1782:14502;#1774:13207;#1783:16949;#1782:6513;#1780:9608;#1779:4066;#1770:2771,1572X6139
7903,Protein,HGNC,9606.0,,Neurogenin-3,False,,"p(HGNC:""NEUROG3"")",NEUROG3,NEUROG3,Q9Y4Z2,#1783:9571;#1773:16409,1572X6821
7904,Protein,MGI,10090.0,,"Glutaminase liver isoform, mitochondrial",False,,"p(MGI:""Gls2"")",Gls2,Gls2,Q571F8,,
7905,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr472"")",Olfr472,Olfr472,,,
7906,Protein,HGNC,9606.0,,Caspase-7,False,,"p(HGNC:""CASP7"")",CASP7,CASP7,P55210,#1783:6522;#1775:13216;#1783:14511;#1771:2780;#1781:9617;#1780:4075,1575X5626
7907,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr251"")",Olfr251,Olfr251,,,
7908,Protein,HGNC,9606.0,,Gamma-aminobutyric acid receptor subunit alpha-6,False,,"p(HGNC:""GABRA6"")",GABRA6,GABRA6,Q16445,#1778:3001;#1781:10990,1565X6026
7909,Protein,HGNC,9606.0,,Interleukin-26,False,,"p(HGNC:""IL26"")",IL26,IL26,Q9NPH9,#1782:14102,1564X6239
7910,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1411"")",Olfr1411,Olfr1411,,,
7911,Protein,HGNC,9606.0,,Interleukin-12 subunit beta,False,,"p(HGNC:""IL12B"")",IL12B,IL12B,P29460,#1776:18322;#1773:5439;#1774:13428;#1777:10333;#1775:15875;#1776:7886,1572X6235
7912,Protein,HGNC,9606.0,,Olfactory receptor 5K3,False,,"p(HGNC:""OR5K3"")",OR5K3,OR5K3,A6NET4,#1775:4254,1574X6907
7913,Protein,RGD,10116.0,,Thyrotropin receptor,False,,"p(RGD:""Tshr"")",Tshr,Tshr,P21463,,
7914,Protein,RGD,10116.0,,,False,,"p(RGD:""Relb"")",Relb,Relb,,,
7915,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1058"")",Olfr1058,Olfr1058,,,
7916,Protein,HGNC,9606.0,,Peptidyl-prolyl cis-trans isomerase D,False,,"p(HGNC:""PPID"")",PPID,PPID,Q08752,#1772:6239,1571X7062
7917,Protein,HGNC,9606.0,,Olfactory receptor 2L5,False,,"p(HGNC:""OR2L5"")",OR2L5,OR2L5,Q8NG80,#1770:13091,1575X6890
7918,Protein,MGI,10090.0,,Sphingosine kinase 1,False,,"p(MGI:""Sphk1"")",Sphk1,Sphk1,Q8CI15,,
7919,Protein,MGI,10090.0,,Caspase recruitment domain-containing protein 11,,,"p(MGI:""Card11"",pmod(Ph))",Card11,Card11,Q8CIS0,,
7920,Protein,MESHC,,,,,,"p(MESHC:""Cytokines"",loc(MESHA:""Antigen-Presenting Cells""))",Cytokines,Cytokines,,,
7921,Protein,HGNC,9606.0,,Microtubule-associated protein tau,,,"p(HGNC:""MAPT"",loc(GO:""extracellular region""))",MAPT,MAPT,P10636,,1563X6540
7922,Protein,HGNC,9606.0,,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",False,,"p(HGNC:""PDE1A"")",PDE1A,PDE1A,P54750,#1779:1628;#1784:12064;#1772:2924,1565X6979
7923,Protein,RGD,10116.0,,Secretin receptor,False,,"p(RGD:""Sctr"")",Sctr,Sctr,P23811,,
7924,Protein,MGI,10090.0,,Thrombomodulin,False,,"p(MGI:""Thbd"")",Thbd,Thbd,P15306,,
7925,Protein,RGD,10116.0,,,,,"p(RGD:""Atg13"",pmod(Ph))",Atg13,Atg13,,,
7926,Protein,HGNC,9606.0,,Mitogen-activated protein kinase 14,,,"p(HGNC:""MAPK14"",pmod(Ph))",MAPK14,MAPK14,Q16539,,1563X6539
7927,Protein,MGI,10090.0,,Microtubule-associated protein tau,,,"p(MGI:""Mapt"",var(""p.Ala152Thr""))",Mapt,Mapt,P10637,,
7928,Protein,RGD,10116.0,,,False,,"p(RGD:""Tnfrsf9"")",Tnfrsf9,Tnfrsf9,,,
7929,Protein,MGI,10090.0,,Tenascin-R,False,,"p(MGI:""Tnr"")",Tnr,Tnr,Q8BYI9,,
7930,Protein,MGI,10090.0,,Amyloid-beta precursor protein,,,"p(MGI:""App"",loc(MESHA:""Spinal Cord""))",App,App,P12023,,
7931,Protein,HGNC,9606.0,,Transcription factor EB,,,"p(HGNC:""TFEB"",var(""p.Ser211Ala""))",TFEB,TFEB,P19484,,1564X7826
7932,Protein,MGI,10090.0,,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,False,,"p(MGI:""Ndufa1"")",Ndufa1,Ndufa1,O35683,,
7933,Protein,RGD,10116.0,,,False,,"p(RGD:""Tpcr12"")",Tpcr12,Tpcr12,,,
7934,Protein,SFAM,,,,False,,"p(SFAM:""MAPK Erk1/2 Family"")",MAPK Erk1/2 Family,MAPK Erk1/2 Family,,,
7935,Protein,MGI,10090.0,,Interferon alpha-5,False,,"p(MGI:""Ifna5"")",Ifna5,Ifna5,P07349,,
7936,Protein,RGD,10116.0,,Ubiquitin-like-conjugating enzyme ATG3,False,,"p(RGD:""Atg3"")",Atg3,Atg3,Q6AZ50,,
7937,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr729"")",Olr729,Olr729,,,
7938,Protein,RGD,10116.0,,,False,,"p(RGD:""Ptpa"")",Ptpa,Ptpa,,,
7939,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr481"")",Olr481,Olr481,,,
7940,Protein,HGNC,9606.0,,Tau-tubulin kinase 2,,,"p(HGNC:""TTBK2"",frag(""1_448""))",TTBK2,TTBK2,Q6IQ55,,1573X7968
7941,Protein,HGNC,9606.0,,V-type proton ATPase 116 kDa subunit a 1,,,"p(HGNC:""ATP6V0A1"",pmod(NGlyco))",ATP6V0A1,ATP6V0A1,Q93050,,1562X5538
7942,Protein,FLYBASE,7227.0,,,,,"p(FLYBASE:""cact"",pmod(Ub))",cact,cact,,,
7943,Protein,RGD,10116.0,,Cartilage oligomeric matrix protein,False,,"p(RGD:""Comp"")",Comp,Comp,P35444,,
7944,Protein,MGI,10090.0,,Ribosomal protein S6 kinase alpha-2,False,,"p(MGI:""Rps6ka2"")",Rps6ka2,Rps6ka2,Q9WUT3,,
7945,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr251"")",Olr251,Olr251,,,
7946,Protein,RGD,10116.0,,,False,,"p(RGD:""Ptprb"")",Ptprb,Ptprb,,,
7947,Protein,HGNC,9606.0,,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,,,"p(HGNC:""PPP2CB"",var(""p.Leu309Ala""))",PPP2CB,PPP2CB,P62714,,1564X7071
7948,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1617"")",Olr1617,Olr1617,,,
7949,Protein,RGD,10116.0,,"Steroid 17-alpha-hydroxylase/17,20 lyase",False,,"p(RGD:""Cyp17a1"")",Cyp17a1,Cyp17a1,P11715,,
7950,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1393"")",Olr1393,Olr1393,,,
7951,Protein,MGI,10090.0,,,False,,"p(MGI:""Mir7j"")",Mir7j,Mir7j,,,
7952,Protein,HGNC,9606.0,,Calcium/calmodulin-dependent protein kinase kinase 2,False,,"p(HGNC:""CAMKK2"")",CAMKK2,CAMKK2,Q96RR4,#1775:12229;#1776:6687;#1773:4240;#1777:497;#1776:14676;#1783:10933;#1770:1793,1576X5617
7953,Protein,RGD,10116.0,,,False,,"p(RGD:""Mir155"")",Mir155,Mir155,,,
7954,Protein,RGD,10116.0,,cGMP-dependent protein kinase 2,False,,"p(RGD:""Prkg2"")",Prkg2,Prkg2,Q64595,,
7955,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1169"")",Olr1169,Olr1169,,,
7956,Protein,HGNC,9606.0,,Huntingtin,,,"p(HGNC:""HTT"",frag(""?""),loc(GO:""nucleus""))",HTT,HTT,P42858,,1565X6189
7957,Protein,MESH,,,,False,,"p(MESH:""Autophagy-Related Proteins"")",Autophagy-Related Proteins,Autophagy-Related Proteins,,,
7958,Protein,HGNC,9606.0,,Granulocyte colony-stimulating factor,False,,"p(HGNC:""CSF3"")",CSF3,CSF3,P09919,#1769:1549;#1780:8386,1572X5761
7959,Protein,RGD,10116.0,,,False,,"p(RGD:""RT1-M1-5"")",RT1-M1-5,RT1-M1-5,,,
7960,Protein,RGD,10116.0,,,False,,"p(RGD:""Stat4"")",Stat4,Stat4,,,
7961,Protein,CONSO,,,,False,,"p(CONSO:""protein aggregates"")",protein aggregates,protein aggregates,,,
7962,Protein,HGNC,9606.0,,Inhibin beta B chain,False,,"p(HGNC:""INHBB"")",INHBB,INHBB,P09529,#1769:4716;#1777:11553;#1774:9466;#1780:16303,1561X6244
7963,Protein,HGNC,9606.0,,Melanocortin receptor 4,False,,"p(HGNC:""MC4R"")",MC4R,MC4R,P32245,#1773:7167;#1779:14004,1562X6548
7964,Protein,MGI,10090.0,,Carboxypeptidase B2,False,,"p(MGI:""Cpb2"")",Cpb2,Cpb2,Q9JHH6,,
7965,Protein,HGNC,9606.0,,Eukaryotic translation initiation factor 2A,,,"p(HGNC:""EIF2A"",pmod(Ph,S,51))",EIF2A,EIF2A,Q9BY44,,1570X5888
7966,Protein,HGNC,9606.0,,Mitogen-activated protein kinase kinase kinase 12,False,,"p(HGNC:""MAP3K12"")",MAP3K12,MAP3K12,Q12852,,1574X6534
7967,Protein,MGI,10090.0,,Calcitonin receptor,False,,"p(MGI:""Calcr"")",Calcr,Calcr,Q60755,,
7968,Protein,HGNC,9606.0,,Rho guanine nucleotide exchange factor 1,False,,"p(HGNC:""ARHGEF1"")",ARHGEF1,ARHGEF1,Q92888,#1780:9349;#1769:13812;#1770:16187,1574X5504
7969,Protein,HGNC,9606.0,,NKG2-A/NKG2-B type II integral membrane protein,False,,"p(HGNC:""KLRC1"")",KLRC1,KLRC1,P26715,#1780:11268,1570X6297
7970,Protein,MGI,10090.0,,Baculoviral IAP repeat-containing protein 7,False,,"p(MGI:""Birc7"")",Birc7,Birc7,A2AWP0,,
7971,Protein,MGI,10090.0,,Granulocyte colony-stimulating factor,False,,"p(MGI:""Csf3"")",Csf3,Csf3,P09920,,
7972,Protein,MGI,10090.0,,Protein max,,,"p(MGI:""Max"",pmod(Ph))",Max,Max,P28574,,
7973,Protein,MGI,10090.0,,Sulfotransferase 4A1,,,"p(MGI:""Sult4a1"",pmod(Ph))",Sult4a1,Sult4a1,P63046,,
7974,Protein,HGNC,9606.0,,Regulatory factor X-associated protein,False,,"p(HGNC:""RFXAP"")",RFXAP,RFXAP,O00287,,1566X7173
7975,Protein,GOCC,,,,False,,"p(GOCC:""NADPH oxidase complex"")",NADPH oxidase complex,NADPH oxidase complex,,,
7976,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr877"")",Olfr877,Olfr877,,,
7977,Protein,RGD,10116.0,,,False,,"p(RGD:""Sema4a"")",Sema4a,Sema4a,,,
7978,Protein,FLYBASE,7227.0,,,,,"p(FLYBASE:""Mef2"",pmod(Ph))",Mef2,Mef2,,,
7979,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr663"")",Olfr663,Olfr663,,,
7980,Protein,RGD,10116.0,,,False,,"p(RGD:""Lamtor5"")",Lamtor5,Lamtor5,,,
7981,Protein,HGNC,9606.0,,TAR DNA-binding protein 43,False,,"p(HGNC:""TARDBP"")",TARDBP,TARDBP,Q13148,,1562X7799
7982,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr462"")",Olfr462,Olfr462,,,
7983,Protein,MGI,10090.0,,Neuroligin-1,False,,"p(MGI:""Nlgn1"")",Nlgn1,Nlgn1,Q99K10,,
7984,Protein,HGNC,9606.0,,DNA damage inducible transcript 3,False,,"p(HGNC:""DDIT3"")",DDIT3,DDIT3,,,1563X5806
7985,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr207"")",Olfr207,Olfr207,,,
7986,Protein,RGD,10116.0,,Heat shock protein beta-2,,,"p(RGD:""Hspb2"",pmod(Ph))",Hspb2,Hspb2,O35878,,
7987,Protein,HGNC,9606.0,,Glial cell line-derived neurotrophic factor,False,,"p(HGNC:""GDNF"")",GDNF,GDNF,P39905,#1775:4721;#1783:11558;#1782:9183,1575X6044
7988,Protein,HGNC,9606.0,,Synaptonemal complex protein 3,False,,"p(HGNC:""SYCP3"")",SYCP3,SYCP3,Q8IZU3,#1772:2870,1565X7786
7989,Protein,RGD,10116.0,,Alpha-2A adrenergic receptor,False,,"p(RGD:""Adra2a"")",Adra2a,Adra2a,P22909,,
7990,Protein,RGD,10116.0,,Transcription factor MafB,False,,"p(RGD:""Mafb"")",Mafb,Mafb,P54842,,
7991,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1359"")",Olfr1359,Olfr1359,,,
7992,Protein,HGNC,9606.0,,NADPH oxidase 1,False,,"p(HGNC:""NOX1"")",NOX1,NOX1,Q9Y5S8,#1775:8132,1567X6845
7993,Protein,HGNC,9606.0,,Olfactory receptor 8H1,False,,"p(HGNC:""OR8H1"")",OR8H1,OR8H1,Q8NGG4,#1777:3446,1570X6921
7994,Protein,HGNC,9606.0,,Protein naked cuticle homolog 1,False,,"p(HGNC:""NKD1"")",NKD1,NKD1,Q969G9,,1575X6831
7995,Protein,RGD,10116.0,,Substance-K receptor,False,,"p(RGD:""Tacr2"")",Tacr2,Tacr2,P16610,,
7996,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1158"")",Olfr1158,Olfr1158,,,
7997,Protein,RGD,10116.0,,Neurexin-2,False,,"p(RGD:""Nrxn2"")",Nrxn2,Nrxn2,Q63374,,
7998,Protein,HGNC,9606.0,,Dihydropyrimidinase-related protein 2,False,,"p(HGNC:""DPYSL2"")",DPYSL2,DPYSL2,Q16555,#1783:17108;#1784:9119,1565X5854
7999,Protein,HGNC,9606.0,,"HLA class II histocompatibility antigen, DM beta chain",False,,"p(HGNC:""HLA-DMB"")",HLA-DMB,HLA-DMB,P28068,#1770:8318,1561X6140
8000,Protein,HGNC,9606.0,,Olfactory receptor 4K17,False,,"p(HGNC:""OR4K17"")",OR4K17,OR4K17,Q8NGC6,#1773:1287,1574X6900
8001,Protein,RGD,10116.0,,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",False,,"p(RGD:""Cox4i2"")",Cox4i2,Cox4i2,Q91Y94,,
8002,Protein,RGD,10116.0,,LIM domain kinase 1,False,,"p(RGD:""Limk1"")",Limk1,Limk1,P53669,,
8003,Protein,HGNC,9606.0,,Tumor necrosis factor ligand superfamily member 11,False,,"p(HGNC:""TNFSF11"")",TNFSF11,TNFSF11,O14788,#1774:8310;#1779:1472;#1777:13060,1564X7873
8004,Protein,HGNC,9606.0,,Olfactory receptor 11L1,False,,"p(HGNC:""OR11L1"")",OR11L1,OR11L1,Q8NGX0,#1784:5173,1562X6931
8005,Protein,HGNC,9606.0,,Zinc finger protein ZFPM2,False,,"p(HGNC:""ZFPM2"")",ZFPM2,ZFPM2,Q8WW38,#1775:6326,1576X8088
8006,Protein,MGI,10090.0,,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",False,,"p(MGI:""Plcd1"")",Plcd1,Plcd1,Q8R3B1,,
8007,Protein,RGD,10116.0,,,False,,"p(RGD:""Wnt6"")",Wnt6,Wnt6,,,
8008,Protein,RGD,10116.0,,Caspase recruitment domain-containing protein 9,False,,"p(RGD:""Card9"")",Card9,Card9,Q9EPY0,,
8009,Protein,HGNC,9606.0,,Interleukin-1 beta,,,"p(HGNC:""IL1B"",frag(""117_269""))",IL1B,IL1B,P01584,,1574X6232
8010,Protein,MGI,10090.0,,Transcription factor EB,,,"p(MGI:""Tfeb"",loc(GO:""nucleus""))",Tfeb,Tfeb,Q9R210,,
8011,Protein,HGNC,9606.0,,Laminin subunit alpha-2,False,,"p(HGNC:""LAMA2"")",LAMA2,LAMA2,P24043,#1776:256;#1783:18393;#1772:7094;#1781:2343;#1778:13931,1565X6326
8012,Protein,RGD,10116.0,,,False,,"p(RGD:""Ccl28"")",Ccl28,Ccl28,,,
8013,Protein,MGI,10090.0,,Ephrin type-A receptor 1,False,,"p(MGI:""Epha1"")",Epha1,Epha1,Q60750,,
8014,Protein,HGNC,9606.0,,Sialic acid-binding Ig-like lectin 11,,,"p(HGNC:""SIGLEC11"",var(""splice variant 2""))",SIGLEC11,SIGLEC11,Q96RL6,,1576X7616
8015,Protein,HGNC,9606.0,,TAR DNA-binding protein 43,,,"p(HGNC:""TARDBP"",pmod(CONSO:""Protein Refolding""))",TARDBP,TARDBP,Q13148,,1562X7799
8016,Protein,HGNC,9606.0,,Sequestosome-1,,,"p(HGNC:""SQSTM1"",pmod(Ph))",SQSTM1,SQSTM1,Q13501,,1571X7747
8017,Protein,MGI,10090.0,,Glutamine synthetase,,,"p(MGI:""Glul"",pmod(Ph))",Glul,Glul,P15105,,
8018,Protein,HGNC,9606.0,,Triggering receptor expressed on myeloid cells 2,,,"p(HGNC:""TREM2"",var(""p.Ser16Phe""))",TREM2,TREM2,Q9NZC2,,1573X7915
8019,Protein,HGNC,9606.0,,TAR DNA-binding protein 43,,,"p(HGNC:""TARDBP"",loc(MESH:""Inclusion Bodies""),pmod(Ub),pmod(CONSO:""protein aggregation""))",TARDBP,TARDBP,Q13148,,1562X7799
8020,Protein,MGI,10090.0,,E3 ubiquitin-protein ligase Itchy,,,"p(MGI:""Itch"",pmod(Ph))",Itch,Itch,Q8C863,,
